기준연도,학교종류,설립구분,지역,상태,학교,계열,학생정원,학생모집정지인원(B),재학생,정원내,정원외,재학생충원율,정원내 재학생 충원율(%){D/(A-B)}X100
2020,대학교,사립,경남,기존,가야대학교(김해),인문ㆍ사회계열,865,0,722,690,32,83.5,79.8
2020,대학교,사립,경남,기존,가야대학교(김해),자연과학계열,1569,0,1454,1308,146,92.7,83.4
2020,대학교,사립,경기,기존,가천대학교,인문ㆍ사회계열,5479,0,7352,6000,1352,134.2,109.5
2020,대학교,사립,경기,기존,가천대학교,자연과학계열,3015,0,3345,2981,364,110.9,98.9
2020,대학교,사립,경기,기존,가천대학교,예ㆍ체능계열,1480,0,1650,1593,57,111.5,107.6
2020,대학교,사립,경기,기존,가천대학교,공학계열,5120,0,6083,5496,587,118.8,107.3
2020,대학교,사립,경기,기존,가천대학교,의학계열,280,0,248,248,0,88.6,88.6
2020,대학교,사립,강원,기존,가톨릭관동대학교,인문ㆍ사회계열,3926,0,4028,3691,337,102.6,94
2020,대학교,사립,강원,기존,가톨릭관동대학교,자연과학계열,1181,0,1224,1049,175,103.6,88.8
2020,대학교,사립,강원,기존,가톨릭관동대학교,예ㆍ체능계열,1430,0,1151,1127,24,80.5,78.8
2020,대학교,사립,강원,기존,가톨릭관동대학교,공학계열,1765,0,1472,1405,67,83.4,79.6
2020,대학교,사립,강원,기존,가톨릭관동대학교,의학계열,196,0,232,202,30,118.4,103.1
2020,대학교,사립,충북,기존,가톨릭꽃동네대학교,인문ㆍ사회계열,259,0,267,260,7,103.1,100.4
2020,대학교,사립,충북,기존,가톨릭꽃동네대학교,자연과학계열,173,0,190,172,18,109.8,99.4
2020,대학교,사립,경기,기존,가톨릭대학교,인문ㆍ사회계열,3263,0,4070,3597,473,124.7,110.2
2020,대학교,사립,경기,기존,가톨릭대학교,자연과학계열,1305,0,1409,1272,137,108,97.5
2020,대학교,사립,경기,기존,가톨릭대학교,예ㆍ체능계열,185,0,192,192,0,103.8,103.8
2020,대학교,사립,경기,기존,가톨릭대학교,공학계열,1245,0,1492,1331,161,119.8,106.9
2020,대학교,사립,서울,기존,가톨릭대학교 _제2캠퍼스,자연과학계열,506,0,542,504,38,107.1,99.6
2020,대학교,사립,서울,기존,가톨릭대학교 _제2캠퍼스,의학계열,372,0,381,362,19,102.4,97.3
2020,대학교,사립,서울,기존,가톨릭대학교 _제3캠퍼스,인문ㆍ사회계열,210,0,231,219,12,110,104.3
2020,대학교,사립,서울,기존,감리교신학대학교,인문ㆍ사회계열,800,0,814,770,44,101.8,96.3
2020,대학교,사립,경기,기존,강남대학교,인문ㆍ사회계열,3949,0,4590,4101,489,116.2,103.8
2020,대학교,사립,경기,기존,강남대학교,예ㆍ체능계열,605,0,621,593,28,102.6,98
2020,대학교,사립,경기,기존,강남대학교,공학계열,1432,0,1484,1360,124,103.6,95
2020,대학교,사립,서울,기존,강서대학교,인문ㆍ사회계열,736,0,940,828,112,127.7,112.5
2020,대학교,사립,서울,기존,강서대학교,자연과학계열,280,0,291,258,33,103.9,92.1
2020,대학교,사립,서울,기존,강서대학교,예ㆍ체능계열,125,0,120,114,6,96,91.2
2020,대학교,국립,강원,기존,강원대학교,인문ㆍ사회계열,4095,0,5012,4493,519,122.4,109.7
2020,대학교,국립,강원,기존,강원대학교,자연과학계열,4667,0,5048,4723,325,108.2,101.2
2020,대학교,국립,강원,기존,강원대학교,예ㆍ체능계열,620,0,650,629,21,104.8,101.5
2020,대학교,국립,강원,기존,강원대학교,공학계열,2597,0,2948,2681,267,113.5,103.2
2020,대학교,국립,강원,기존,강원대학교,의학계열,160,0,163,158,5,101.9,98.8
2020,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,인문ㆍ사회계열,973,0,910,841,69,93.5,86.4
2020,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,자연과학계열,1394,0,1403,1307,96,100.6,93.8
2020,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,예ㆍ체능계열,784,0,758,704,54,96.7,89.8
2020,대학교,국립,강원,기존,강원대학교 _제2캠퍼스,공학계열,2965,0,2695,2538,157,90.9,85.6
2020,대학교,사립,서울,기존,건국대학교,인문ㆍ사회계열,3721,0,6153,4378,1775,165.4,117.7
2020,대학교,사립,서울,기존,건국대학교,자연과학계열,1998,0,2268,2042,226,113.5,102.2
2020,대학교,사립,서울,기존,건국대학교,예ㆍ체능계열,1217,0,1620,1397,223,133.1,114.8
2020,대학교,사립,서울,기존,건국대학교,공학계열,4926,0,5404,4888,516,109.7,99.2
2020,대학교,사립,서울,기존,건국대학교,의학계열,276,0,321,270,51,116.3,97.8
2020,대학교,사립,충북,기존,건국대학교(글로컬) _분교,인문ㆍ사회계열,2141,0,2734,2386,348,127.7,111.4
2020,대학교,사립,충북,기존,건국대학교(글로컬) _분교,자연과학계열,1565,0,1568,1441,127,100.2,92.1
2020,대학교,사립,충북,기존,건국대학교(글로컬) _분교,예ㆍ체능계열,1495,0,1670,1518,152,111.7,101.5
2020,대학교,사립,충북,기존,건국대학교(글로컬) _분교,공학계열,1030,0,1023,955,68,99.3,92.7
2020,대학교,사립,충남,기존,건양대학교,인문ㆍ사회계열,2105,0,2262,2070,192,107.5,98.3
2020,대학교,사립,충남,기존,건양대학교,자연과학계열,480,0,474,443,31,98.8,92.3
2020,대학교,사립,충남,기존,건양대학교,예ㆍ체능계열,140,0,117,116,1,83.6,82.9
2020,대학교,사립,충남,기존,건양대학교,공학계열,760,0,681,639,42,89.6,84.1
2020,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,인문ㆍ사회계열,160,0,170,160,10,106.3,100
2020,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,자연과학계열,1999,0,2107,1943,164,105.4,97.2
2020,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,공학계열,1050,0,1003,976,27,95.5,93
2020,대학교,사립,대전,기존,건양대학교 _제2캠퍼스,의학계열,196,0,225,188,37,114.8,95.9
2020,대학교,사립,경기,기존,경기대학교,인문ㆍ사회계열,5238,0,6125,5340,785,116.9,101.9
2020,대학교,사립,경기,기존,경기대학교,자연과학계열,1282,0,1338,1222,116,104.4,95.3
2020,대학교,사립,경기,기존,경기대학교,예ㆍ체능계열,1468,0,1479,1431,48,100.7,97.5
2020,대학교,사립,경기,기존,경기대학교,공학계열,2459,0,2790,2440,350,113.5,99.2
2020,대학교,사립,서울,기존,경기대학교 _제2캠퍼스,인문ㆍ사회계열,904,0,1521,956,565,168.3,105.8
2020,대학교,사립,서울,기존,경기대학교 _제2캠퍼스,예ㆍ체능계열,408,0,459,438,21,112.5,107.4
2020,대학교,국립,경남,폐교,경남과학기술대학교,인문ㆍ사회계열,1377,0,1352,1302,50,98.2,94.6
2020,대학교,국립,경남,폐교,경남과학기술대학교,자연과학계열,1294,0,1380,1305,75,106.6,100.9
2020,대학교,국립,경남,폐교,경남과학기술대학교,예ㆍ체능계열,128,0,124,124,0,96.9,96.9
2020,대학교,국립,경남,폐교,경남과학기술대학교,공학계열,1968,0,2176,2070,106,110.6,105.2
2020,대학교,사립,경남,기존,경남대학교,인문ㆍ사회계열,5435,0,5295,4946,349,97.4,91
2020,대학교,사립,경남,기존,경남대학교,자연과학계열,1865,0,1742,1606,136,93.4,86.1
2020,대학교,사립,경남,기존,경남대학교,예ㆍ체능계열,830,0,838,790,48,101,95.2
2020,대학교,사립,경남,기존,경남대학교,공학계열,3439,0,3272,3085,187,95.1,89.7
2020,대학교,사립,강원,기존,경동대학교,인문ㆍ사회계열,707,0,991,470,521,140.2,66.5
2020,대학교,사립,강원,기존,경동대학교,자연과학계열,140,0,150,120,30,107.1,85.7
2020,대학교,사립,강원,기존,경동대학교,예ㆍ체능계열,40,0,26,25,1,65,62.5
2020,대학교,사립,강원,기존,경동대학교,공학계열,113,0,130,88,42,115,77.9
2020,대학교,사립,강원,기존,경동대학교 _제3캠퍼스,인문ㆍ사회계열,450,0,418,413,5,92.9,91.8
2020,대학교,사립,강원,기존,경동대학교 _제3캠퍼스,자연과학계열,3260,0,3590,3253,337,110.1,99.8
2020,대학교,사립,경기,기존,경동대학교 _제4캠퍼스,인문ㆍ사회계열,1221,0,1250,1154,96,102.4,94.5
2020,대학교,사립,경기,기존,경동대학교 _제4캠퍼스,자연과학계열,150,0,155,151,4,103.3,100.7
2020,대학교,사립,경기,기존,경동대학교 _제4캠퍼스,예ㆍ체능계열,314,0,299,291,8,95.2,92.7
2020,대학교,사립,경기,기존,경동대학교 _제4캠퍼스,공학계열,745,0,805,668,137,108.1,89.7
2020,대학교,국립,대구,기존,경북대학교,인문ㆍ사회계열,5008,0,6459,5718,741,129,114.2
2020,대학교,국립,대구,기존,경북대학교,자연과학계열,5954,0,6479,5880,599,108.8,98.8
2020,대학교,국립,대구,기존,경북대학교,예ㆍ체능계열,1012,0,1044,1004,40,103.2,99.2
2020,대학교,국립,대구,기존,경북대학교,공학계열,6188,0,7422,6704,718,119.9,108.3
2020,대학교,국립,대구,기존,경북대학교,의학계열,908,0,899,870,29,99,95.8
2020,대학교,국립,경남,기존,경상국립대학교,인문ㆍ사회계열,4189,0,4895,4373,522,116.9,104.4
2020,대학교,국립,경남,기존,경상국립대학교,자연과학계열,3634,0,3964,3636,328,109.1,100.1
2020,대학교,국립,경남,기존,경상국립대학교,예ㆍ체능계열,277,0,297,295,2,107.2,106.5
2020,대학교,국립,경남,기존,경상국립대학교,공학계열,3924,0,4320,4028,292,110.1,102.7
2020,대학교,국립,경남,기존,경상국립대학교,의학계열,504,0,513,477,36,101.8,94.6
2020,대학교,사립,부산,기존,경성대학교,인문ㆍ사회계열,4863,0,5892,4785,1107,121.2,98.4
2020,대학교,사립,부산,기존,경성대학교,자연과학계열,1300,0,1326,1260,66,102,96.9
2020,대학교,사립,부산,기존,경성대학교,예ㆍ체능계열,2137,0,2256,2135,121,105.6,99.9
2020,대학교,사립,부산,기존,경성대학교,공학계열,2925,0,2980,2703,277,101.9,92.4
2020,대학교,사립,경북,기존,경운대학교,인문ㆍ사회계열,761,0,790,754,36,103.8,99.1
2020,대학교,사립,경북,기존,경운대학교,자연과학계열,1564,0,1648,1513,135,105.4,96.7
2020,대학교,사립,경북,기존,경운대학교,예ㆍ체능계열,483,0,453,446,7,93.8,92.3
2020,대학교,사립,경북,기존,경운대학교,공학계열,1928,0,1447,1384,63,75.1,71.8
2020,교육대학,국립,인천,기존,경인교육대학교,인문ㆍ사회계열,2392,0,651,607,44,27.2,25.4
2020,대학교,사립,경북,기존,경일대학교,인문ㆍ사회계열,1175,0,1408,1249,159,119.8,106.3
2020,대학교,사립,경북,기존,경일대학교,자연과학계열,812,0,905,810,95,111.5,99.8
2020,대학교,사립,경북,기존,경일대학교,예ㆍ체능계열,1075,0,1175,1100,75,109.3,102.3
2020,대학교,사립,경북,기존,경일대학교,공학계열,3294,0,3434,3083,351,104.3,93.6
2020,대학교,사립,서울,기존,경희대학교,인문ㆍ사회계열,6904,0,11247,7668,3579,162.9,111.1
2020,대학교,사립,서울,기존,경희대학교,자연과학계열,4160,0,4702,4175,527,113,100.4
2020,대학교,사립,서울,기존,경희대학교,예ㆍ체능계열,3428,0,4255,3692,563,124.1,107.7
2020,대학교,사립,서울,기존,경희대학교,공학계열,4002,0,4510,4069,441,112.7,101.7
2020,대학교,사립,서울,기존,경희대학교,의학계열,1192,0,1161,1145,16,97.4,96.1
2020,대학교,사립,대구,기존,계명대학교,인문ㆍ사회계열,9087,0,10533,9418,1115,115.9,103.6
2020,대학교,사립,대구,기존,계명대학교,자연과학계열,2392,0,2499,2313,186,104.5,96.7
2020,대학교,사립,대구,기존,계명대학교,예ㆍ체능계열,3342,0,3538,3389,149,105.9,101.4
2020,대학교,사립,대구,기존,계명대학교,공학계열,3597,0,3827,3454,373,106.4,96
2020,대학교,사립,대구,기존,계명대학교,의학계열,304,0,295,282,13,97,92.8
2020,대학교,사립,서울,기존,고려대학교,인문ㆍ사회계열,7640,0,11233,8559,2674,147,112
2020,대학교,사립,서울,기존,고려대학교,자연과학계열,3352,0,3808,3408,400,113.6,101.7
2020,대학교,사립,서울,기존,고려대학교,예ㆍ체능계열,520,0,623,573,50,119.8,110.2
2020,대학교,사립,서울,기존,고려대학교,공학계열,3512,0,4706,3814,892,134,108.6
2020,대학교,사립,서울,기존,고려대학교,의학계열,424,0,452,434,18,106.6,102.4
2020,대학교,사립,세종,기존,고려대학교(세종) _분교,인문ㆍ사회계열,2443,0,3092,2696,396,126.6,110.4
2020,대학교,사립,세종,기존,고려대학교(세종) _분교,자연과학계열,837,0,952,859,93,113.7,102.6
2020,대학교,사립,세종,기존,고려대학교(세종) _분교,예ㆍ체능계열,374,0,421,399,22,112.6,106.7
2020,대학교,사립,세종,기존,고려대학교(세종) _분교,공학계열,1810,0,1922,1741,181,106.2,96.2
2020,대학교,사립,부산,기존,고신대학교,인문ㆍ사회계열,1800,0,2021,1873,148,112.3,104.1
2020,대학교,사립,부산,기존,고신대학교,자연과학계열,1327,0,1323,1265,58,99.7,95.3
2020,대학교,사립,부산,기존,고신대학교,예ㆍ체능계열,265,0,271,266,5,102.3,100.4
2020,대학교,사립,부산,기존,고신대학교,의학계열,304,0,305,305,0,100.3,100.3
2020,교육대학,국립,충남,기존,공주교육대학교,인문ㆍ사회계열,1416,0,642,605,37,45.3,42.7
2020,대학교,사립,광주,기존,광신대학교,인문ㆍ사회계열,379,0,409,378,31,107.9,99.7
2020,대학교,사립,광주,기존,광신대학교,예ㆍ체능계열,124,0,105,105,0,84.7,84.7
2020,대학교,사립,서울,기존,광운대학교,인문ㆍ사회계열,2368,0,3308,2454,854,139.7,103.6
2020,대학교,사립,서울,기존,광운대학교,자연과학계열,560,0,712,516,196,127.1,92.1
2020,대학교,사립,서울,기존,광운대학교,예ㆍ체능계열,148,0,150,136,14,101.4,91.9
2020,대학교,사립,서울,기존,광운대학교,공학계열,3694,0,4011,3598,413,108.6,97.4
2020,대학교,사립,전남,기존,광주가톨릭대학교,인문ㆍ사회계열,160,0,89,89,0,55.6,55.6
2020,대학교,특별법법인,광주,기존,광주과학기술원,자연과학계열,800,2,419,419,0,52.5,52.5
2020,교육대학,국립,광주,기존,광주교육대학교,인문ㆍ사회계열,1304,0,587,543,44,45,41.6
2020,대학교,사립,광주,기존,광주대학교,인문ㆍ사회계열,3117,0,3572,3346,226,114.6,107.3
2020,대학교,사립,광주,기존,광주대학교,자연과학계열,920,0,986,888,98,107.2,96.5
2020,대학교,사립,광주,기존,광주대학교,예ㆍ체능계열,960,0,953,921,32,99.3,95.9
2020,대학교,사립,광주,기존,광주대학교,공학계열,1595,0,1452,1394,58,91,87.4
2020,대학교,사립,광주,기존,광주여자대학교,인문ㆍ사회계열,1474,0,1560,1387,173,105.8,94.1
2020,대학교,사립,광주,기존,광주여자대학교,자연과학계열,1986,0,2056,1905,151,103.5,95.9
2020,대학교,사립,광주,기존,광주여자대학교,예ㆍ체능계열,120,0,119,119,0,99.2,99.2
2020,대학교,국립,강원,기존,국립강릉원주대학교,인문ㆍ사회계열,1935,0,2185,1949,236,112.9,100.7
2020,대학교,국립,강원,기존,국립강릉원주대학교,자연과학계열,1925,0,1932,1823,109,100.4,94.7
2020,대학교,국립,강원,기존,국립강릉원주대학교,예ㆍ체능계열,593,0,598,589,9,100.8,99.3
2020,대학교,국립,강원,기존,국립강릉원주대학교,공학계열,843,0,903,836,67,107.1,99.2
2020,대학교,국립,강원,기존,국립강릉원주대학교,의학계열,160,0,157,147,10,98.1,91.9
2020,대학교,국립,강원,기존,국립강릉원주대학교 _제2캠퍼스,인문ㆍ사회계열,480,0,488,471,17,101.7,98.1
2020,대학교,국립,강원,기존,국립강릉원주대학교 _제2캠퍼스,자연과학계열,300,0,321,292,29,107,97.3
2020,대학교,국립,강원,기존,국립강릉원주대학교 _제2캠퍼스,공학계열,1176,0,1252,1175,77,106.5,99.9
2020,대학교,국립,경북,기존,국립경국대학교,인문ㆍ사회계열,1848,0,1788,1684,104,96.8,91.1
2020,대학교,국립,경북,기존,국립경국대학교,자연과학계열,1806,0,1866,1769,97,103.3,98
2020,대학교,국립,경북,기존,국립경국대학교,예ㆍ체능계열,348,0,336,330,6,96.6,94.8
2020,대학교,국립,경북,기존,국립경국대학교,공학계열,1822,0,1872,1766,106,102.7,96.9
2020,대학교,국립,충남,기존,국립공주대학교,인문ㆍ사회계열,3024,0,3478,3046,432,115,100.7
2020,대학교,국립,충남,기존,국립공주대학교,자연과학계열,3416,0,3759,3371,388,110,98.7
2020,대학교,국립,충남,기존,국립공주대학교,예ㆍ체능계열,996,0,1098,1029,69,110.2,103.3
2020,대학교,국립,충남,기존,국립공주대학교,공학계열,3517,0,4610,3658,952,131.1,104
2020,대학교,국립,전북,기존,국립군산대학교,인문ㆍ사회계열,1716,0,1993,1800,193,116.1,104.9
2020,대학교,국립,전북,기존,국립군산대학교,자연과학계열,1440,0,1493,1413,80,103.7,98.1
2020,대학교,국립,전북,기존,국립군산대학교,예ㆍ체능계열,424,0,442,431,11,104.2,101.7
2020,대학교,국립,전북,기존,국립군산대학교,공학계열,3360,0,3385,3159,226,100.7,94
2020,대학교,국립,경북,기존,국립금오공과대학교,인문ㆍ사회계열,160,0,210,162,48,131.3,101.3
2020,대학교,국립,경북,기존,국립금오공과대학교,자연과학계열,162,0,258,244,14,159.3,150.6
2020,대학교,국립,경북,기존,국립금오공과대학교,공학계열,4528,0,5106,4545,561,112.8,100.4
2020,대학교,국립,전남,기존,국립목포대학교,인문ㆍ사회계열,2488,0,2899,2629,270,116.5,105.7
2020,대학교,국립,전남,기존,국립목포대학교,자연과학계열,1484,0,1502,1422,80,101.2,95.8
2020,대학교,국립,전남,기존,국립목포대학교,예ㆍ체능계열,380,0,405,393,12,106.6,103.4
2020,대학교,국립,전남,기존,국립목포대학교,공학계열,2101,0,2523,2173,350,120.1,103.4
2020,대학교,국립,전남,기존,국립목포해양대학교,공학계열,2764,0,2548,2427,121,92.2,87.8
2020,대학교,국립,부산,기존,국립부경대학교,인문ㆍ사회계열,3780,0,5167,4285,882,136.7,113.4
2020,대학교,국립,부산,기존,국립부경대학교,자연과학계열,2292,0,2525,2335,190,110.2,101.9
2020,대학교,국립,부산,기존,국립부경대학교,예ㆍ체능계열,484,0,530,467,63,109.5,96.5
2020,대학교,국립,부산,기존,국립부경대학교,공학계열,6566,0,7872,7019,853,119.9,106.9
2020,대학교,국립,전남,기존,국립순천대학교,인문ㆍ사회계열,1920,0,2220,1951,269,115.6,101.6
2020,대학교,국립,전남,기존,국립순천대학교,자연과학계열,2273,0,2238,2066,172,98.5,90.9
2020,대학교,국립,전남,기존,국립순천대학교,예ㆍ체능계열,636,0,707,671,36,111.2,105.5
2020,대학교,국립,전남,기존,국립순천대학교,공학계열,1673,0,1823,1677,146,109,100.2
2020,대학교,국립,경남,기존,국립창원대학교,인문ㆍ사회계열,3036,0,3521,3098,423,116,102
2020,대학교,국립,경남,기존,국립창원대학교,자연과학계열,1116,0,1173,1094,79,105.1,98
2020,대학교,국립,경남,기존,국립창원대학교,예ㆍ체능계열,640,0,638,634,4,99.7,99.1
2020,대학교,국립,경남,기존,국립창원대학교,공학계열,2246,0,2583,2328,255,115,103.7
2020,대학교,국립,충북,기존,국립한국교통대학교,인문ㆍ사회계열,2040,0,2053,1885,168,100.6,92.4
2020,대학교,국립,충북,기존,국립한국교통대학교,자연과학계열,796,0,781,726,55,98.1,91.2
2020,대학교,국립,충북,기존,국립한국교통대학교,예ㆍ체능계열,396,0,396,364,32,100,91.9
2020,대학교,국립,충북,기존,국립한국교통대학교,공학계열,4439,0,5024,4573,451,113.2,103
2020,대학교,국립,부산,기존,국립한국해양대학교,인문ㆍ사회계열,1148,0,1554,1267,287,135.4,110.4
2020,대학교,국립,부산,기존,국립한국해양대학교,자연과학계열,368,0,483,380,103,131.3,103.3
2020,대학교,국립,부산,기존,국립한국해양대학교,예ㆍ체능계열,100,0,102,90,12,102,90
2020,대학교,국립,부산,기존,국립한국해양대학교,공학계열,4144,0,4283,3970,313,103.4,95.8
2020,대학교,국립,대전,기존,국립한밭대학교,인문ㆍ사회계열,1696,0,2235,1876,359,131.8,110.6
2020,대학교,국립,대전,기존,국립한밭대학교,예ㆍ체능계열,486,0,531,472,59,109.3,97.1
2020,대학교,국립,대전,기존,국립한밭대학교,공학계열,5227,0,6023,5353,670,115.2,102.4
2020,대학교,사립,서울,기존,국민대학교,인문ㆍ사회계열,4536,0,7179,4996,2183,158.3,110.1
2020,대학교,사립,서울,기존,국민대학교,자연과학계열,1180,0,1420,1234,186,120.3,104.6
2020,대학교,사립,서울,기존,국민대학교,예ㆍ체능계열,2170,0,2502,2281,221,115.3,105.1
2020,대학교,사립,서울,기존,국민대학교,공학계열,3621,0,4008,3507,501,110.7,96.9
2020,대학교,사립,충북,기존,극동대학교,인문ㆍ사회계열,1111,0,1145,1091,54,103.1,98.2
2020,대학교,사립,충북,기존,극동대학교,자연과학계열,965,0,979,894,85,101.5,92.6
2020,대학교,사립,충북,기존,극동대학교,예ㆍ체능계열,749,0,731,716,15,97.6,95.6
2020,대학교,사립,충북,기존,극동대학교,공학계열,915,0,829,774,55,90.6,84.6
2020,대학교,사립,충남,기존,금강대학교,인문ㆍ사회계열,510,0,393,383,10,77.1,75.1
2020,대학교,사립,경북,기존,김천대학교,인문ㆍ사회계열,711,0,665,547,118,93.5,76.9
2020,대학교,사립,경북,기존,김천대학교,자연과학계열,2315,1,2080,1882,198,89.9,81.3
2020,대학교,사립,경북,기존,김천대학교,예ㆍ체능계열,75,0,57,54,3,76,72
2020,대학교,사립,경북,기존,김천대학교,공학계열,243,0,196,170,26,80.7,70
2020,대학교,사립,충남,기존,나사렛대학교,인문ㆍ사회계열,2980,0,3319,2894,425,111.4,97.1
2020,대학교,사립,충남,기존,나사렛대학교,자연과학계열,1030,0,983,878,105,95.4,85.2
2020,대학교,사립,충남,기존,나사렛대학교,예ㆍ체능계열,834,0,844,753,91,101.2,90.3
2020,대학교,사립,광주,기존,남부대학교,인문ㆍ사회계열,544,0,649,530,119,119.3,97.4
2020,대학교,사립,광주,기존,남부대학교,자연과학계열,1735,0,1829,1622,207,105.4,93.5
2020,대학교,사립,광주,기존,남부대학교,예ㆍ체능계열,240,0,254,240,14,105.8,100
2020,대학교,사립,광주,기존,남부대학교,공학계열,301,0,321,210,111,106.6,69.8
2020,대학교,사립,충남,기존,남서울대학교,인문ㆍ사회계열,3864,0,4300,3799,501,111.3,98.3
2020,대학교,사립,충남,기존,남서울대학교,자연과학계열,896,0,1069,868,201,119.3,96.9
2020,대학교,사립,충남,기존,남서울대학교,예ㆍ체능계열,1537,0,1675,1566,109,109,101.9
2020,대학교,사립,충남,기존,남서울대학교,공학계열,2515,0,2458,2318,140,97.7,92.2
2020,대학교,사립,경기,기존,단국대학교,인문ㆍ사회계열,4112,0,5832,4803,1029,141.8,116.8
2020,대학교,사립,경기,기존,단국대학교,자연과학계열,240,0,260,256,4,108.3,106.7
2020,대학교,사립,경기,기존,단국대학교,예ㆍ체능계열,1480,0,1744,1529,215,117.8,103.3
2020,대학교,사립,경기,기존,단국대학교,공학계열,3318,0,3855,3417,438,116.2,103
2020,대학교,사립,충남,기존,단국대학교 _제2캠퍼스,인문ㆍ사회계열,2806,0,3695,3179,516,131.7,113.3
2020,대학교,사립,충남,기존,단국대학교 _제2캠퍼스,자연과학계열,3696,0,3878,3592,286,104.9,97.2
2020,대학교,사립,충남,기존,단국대학교 _제2캠퍼스,예ㆍ체능계열,1492,0,1691,1587,104,113.3,106.4
2020,대학교,사립,충남,기존,단국대학교 _제2캠퍼스,공학계열,1266,0,1469,1333,136,116,105.3
2020,대학교,사립,충남,기존,단국대학교 _제2캠퍼스,의학계열,440,0,440,424,16,100,96.4
2020,대학교,사립,경북,기존,대구가톨릭대학교,인문ㆍ사회계열,4711,0,5101,4654,447,108.3,98.8
2020,대학교,사립,경북,기존,대구가톨릭대학교,자연과학계열,2803,0,3008,2780,228,107.3,99.2
2020,대학교,사립,경북,기존,대구가톨릭대학교,예ㆍ체능계열,1480,0,1480,1459,21,100,98.6
2020,대학교,사립,경북,기존,대구가톨릭대학교,공학계열,2604,0,2677,2488,189,102.8,95.5
2020,대학교,사립,경북,기존,대구가톨릭대학교,의학계열,160,0,167,154,13,104.4,96.3
2020,대학교,특별법법인,대구,기존,대구경북과학기술원,자연과학계열,880,0,769,764,5,87.4,86.8
2020,교육대학,국립,대구,기존,대구교육대학교,인문ㆍ사회계열,1532,0,724,673,51,47.3,43.9
2020,대학교,사립,경북,기존,대구대학교,인문ㆍ사회계열,8027,0,8619,7508,1111,107.4,93.5
2020,대학교,사립,경북,기존,대구대학교,자연과학계열,3402,0,3464,3264,200,101.8,95.9
2020,대학교,사립,경북,기존,대구대학교,예ㆍ체능계열,1456,0,1531,1408,123,105.2,96.7
2020,대학교,사립,경북,기존,대구대학교,공학계열,3351,0,3457,3034,423,103.2,90.5
2020,대학교,사립,경북,기존,대구예술대학교,예ㆍ체능계열,1753,0,948,934,14,54.1,53.3
2020,대학교,사립,경북,기존,대구한의대학교,인문ㆍ사회계열,1473,0,1755,1536,219,119.1,104.3
2020,대학교,사립,경북,기존,대구한의대학교,자연과학계열,2783,0,3017,2792,225,108.4,100.3
2020,대학교,사립,경북,기존,대구한의대학교,예ㆍ체능계열,440,0,562,506,56,127.7,115
2020,대학교,사립,경북,기존,대구한의대학교,공학계열,1160,0,1064,1016,48,91.7,87.6
2020,대학교,사립,경북,기존,대구한의대학교,의학계열,432,0,451,417,34,104.4,96.5
2020,대학교,사립,경북,기존,대신대학교,인문ㆍ사회계열,304,0,288,282,6,94.7,92.8
2020,대학교,사립,경북,기존,대신대학교,예ㆍ체능계열,160,0,120,118,2,75,73.8
2020,대학교,사립,세종,기존,대전가톨릭대학교,인문ㆍ사회계열,160,0,44,44,0,27.5,27.5
2020,대학교,사립,대전,기존,대전대학교,인문ㆍ사회계열,3952,0,4211,3925,286,106.6,99.3
2020,대학교,사립,대전,기존,대전대학교,자연과학계열,1514,0,1646,1475,171,108.7,97.4
2020,대학교,사립,대전,기존,대전대학교,예ㆍ체능계열,630,0,627,621,6,99.5,98.6
2020,대학교,사립,대전,기존,대전대학교,공학계열,2188,0,2198,2031,167,100.5,92.8
2020,대학교,사립,대전,기존,대전대학교,의학계열,288,0,297,267,30,103.1,92.7
2020,대학교,사립,대전,기존,대전신학대학교,인문ㆍ사회계열,212,0,85,84,1,40.1,39.6
2020,대학교,사립,경기,기존,대진대학교,인문ㆍ사회계열,3205,0,3479,3148,331,108.5,98.2
2020,대학교,사립,경기,기존,대진대학교,자연과학계열,932,0,922,838,84,98.9,89.9
2020,대학교,사립,경기,기존,대진대학교,예ㆍ체능계열,828,0,872,798,74,105.3,96.4
2020,대학교,사립,경기,기존,대진대학교,공학계열,2287,0,2165,2050,115,94.7,89.6
2020,대학교,사립,서울,기존,덕성여자대학교,인문ㆍ사회계열,2724,0,3087,2819,268,113.3,103.5
2020,대학교,사립,서울,기존,덕성여자대학교,자연과학계열,948,0,1023,942,81,107.9,99.4
2020,대학교,사립,서울,기존,덕성여자대학교,예ㆍ체능계열,599,0,681,637,44,113.7,106.3
2020,대학교,사립,서울,기존,덕성여자대학교,공학계열,670,0,715,686,29,106.7,102.4
2020,대학교,사립,서울,기존,동국대학교,인문ㆍ사회계열,5332,0,7626,5718,1908,143,107.2
2020,대학교,사립,서울,기존,동국대학교,자연과학계열,1474,0,1560,1434,126,105.8,97.3
2020,대학교,사립,서울,기존,동국대학교,예ㆍ체능계열,840,0,1040,830,210,123.8,98.8
2020,대학교,사립,서울,기존,동국대학교,공학계열,3214,0,3718,3337,381,115.7,103.8
